Q,anchor_index,anchor_s,phase_index,stroke_phase,antipodal_cosine,antipodal_residual,antipodal_amplitude_ratio,full_return_cosine,full_return_residual,full_return_amplitude_ratio,pair_midpoint_drift,tangent_signed_return_P,tangent_signed_return_2P
522.25,0,1165.3302981858608,11,0.04583333333333333,0.9999931187928466,0.0038716545001523267,0.9959810362779196,0.9999663988871189,0.006026668116285844,0.9976704597876136,0.0030090048624375424,-0.9999903467422872,0.9999622427909118
522.25,0,1165.3302981858608,12,0.05,0.9999932724035465,0.0037211620213711953,0.9962336399174663,0.9999667171178026,0.005884344964250643,0.9983626353521914,0.0028993342608445885,-0.9999900534844743,0.9999610504747287
522.25,0,1165.3302981858608,13,0.05416666666666667,0.9999934370856566,0.0038053243664703624,0.9960285395545537,0.999966943197883,0.005838952617999297,0.9985611744988497,0.002972163846681659,-0.9999902056765237,0.9999606641965527
522.25,0,1165.3302981858608,14,0.058333333333333334,0.9999936281050298,0.0038950173016191257,0.9958136982025197,0.9999671995297807,0.00584951960253091,0.9983182891120584,0.00304983536496789,-0.9999903715188238,0.9999608940891676
522.25,0,1165.3302981858608,15,0.0625,0.9999938129626205,0.0040076226436157195,0.9955659548963521,0.9999675227310452,0.005912364641611651,0.9977758776856558,0.00314632820819691,-0.9999905487330202,0.9999615690780761
522.25,0,1165.3302981858608,16,0.06666666666666667,0.9999940120969805,0.004184823004649134,0.99521046082521,0.9999679155504683,0.005996553085121542,0.9972202270218355,0.0032945357818137317,-0.9999907466446032,0.9999623296156164
522.25,0,1165.3302981858608,17,0.07083333333333333,0.9999942221924989,0.003808862751443618,0.995830262880531,0.9999683427406121,0.005914052248600367,0.9974269352814488,0.0030061977214141536,-0.9999902415874267,0.9999617105427153
522.25,0,1165.3302981858608,18,0.075,0.9999943539409579,0.003317445468210585,0.996731383654296,0.9999686710260418,0.00572078739785031,0.9983289863065145,0.00262399327870323,-0.9999893698187552,0.9999601450343127
522.25,0,1165.3302981858608,19,0.07916666666666666,0.999994472808639,0.0033975035162805123,0.9965373198074857,0.9999688869065496,0.005611055051747363,0.9991391425622124,0.0026923172442324225,-0.9999895542749961,0.9999584261075395
522.25,0,1165.3302981858608,20,0.08333333333333333,0.9999946178718959,0.0035514759675260646,0.9962043449902978,0.9999690254362186,0.0056000717579322,0.9991214640705622,0.0028196783883186935,-0.9999897547148018,0.9999582656541273
522.25,0,1165.3302981858608,21,0.0875,0.9999947566002368,0.0036299628279827375,0.996024626574754,0.9999692209579936,0.005647458851026726,0.998507939883231,0.0028879345378754993,-0.9999899674507123,0.9999590796181261
522.25,0,1165.3302981858608,22,0.09166666666666666,0.9999949105528374,0.0037520282169760974,0.9957690743605688,0.999969480519056,0.005698111422061736,0.9980275843397226,0.0029914474125217567,-0.9999902017987621,0.9999599834194869
522.25,0,1165.3302981858608,23,0.09583333333333334,0.999995083117891,0.0036604249280422535,0.9958897495732544,0.9999698017087264,0.005696933553420407,0.9978777162102457,0.0029245543352428498,-0.9999899903717573,0.9999600218052399
522.25,0,1165.3302981858608,24,0.1,0.9999952280544023,0.003374672335601692,0.9963688796048095,0.9999701303308964,0.005609947281823308,0.9982116906640996,0.0027013297777559336,-0.999989512800575,0.9999593439173828
522.25,0,1165.3302981858608,25,0.10416666666666667,0.9999953283085541,0.0031417999225871475,0.9967805193925324,0.9999703514060049,0.005495293034856928,0.9989520571369226,0.002518843026546339,-0.9999889811061822,0.9999573188501717
522.25,0,1165.3302981858608,26,0.10833333333333334,0.9999954180872512,0.003146265208346942,0.9967442931190987,0.9999704472465799,0.005453298394587058,0.9993907343223952,0.0025259607733135077,-0.9999889582396597,0.9999562101530592
522.25,0,1165.3302981858608,27,0.1125,0.9999955325118745,0.003267905594090267,0.9964814977609331,0.9999705309390493,0.005450044567647621,0.9993162283554013,0.002627301317135049,-0.9999892069563835,0.9999558717079488
522.25,0,1165.3302981858608,28,0.11666666666666667,0.9999956524434913,0.0033454417828653743,0.9963069730865772,0.9999706711142221,0.005472188324491469,0.9988906809201524,0.0026937051717688966,-0.9999894787866707,0.9999569206713604
522.25,0,1165.3302981858608,29,0.12083333333333333,0.9999957710722317,0.0035531269703146773,0.9959106099653938,0.999970869503519,0.005534717584172812,0.9982679228750616,0.002865712334776464,-0.9999897675877257,0.9999580413800452
522.25,0,1165.3302981858608,30,0.125,0.9999959143763736,0.0034678152717331767,0.9960229066782585,0.9999711338802731,0.005541746613684363,0.9980809627181566,0.002801381012055062,-0.9999897415301684,0.9999585512274574
522.25,0,1165.3302981858608,31,0.12916666666666668,0.9999960203023618,0.0028790452069917126,0.9970685815036426,0.9999713532600835,0.005420578306640445,0.9987875161384027,0.002328638121324131,-0.9999882545404886,0.9999562406310226
522.25,0,1165.3302981858608,32,0.13333333333333333,0.9999960818030331,0.0027428275500686267,0.9973184831032065,0.9999714707712571,0.005344464171649458,0.9997389995391947,0.002220379615532854,-0.9999879757929018,0.9999537477037912
522.25,0,1165.3302981858608,33,0.1375,0.9999961670990546,0.0029362170870531642,0.9969101083708904,0.9999714892412848,0.005340345680320028,1.0001306493644497,0.0023787170409975563,-0.999988259058548,0.999951919081963
522.25,0,1165.3302981858608,34,0.14166666666666666,0.9999962548995173,0.0030215117291239905,0.9967237701532324,0.9999715134474972,0.0053426684228301885,0.9996607788551691,0.0024500247788907734,-0.9999885676532788,0.9999531070069463
522.25,0,1165.3302981858608,35,0.14583333333333334,0.9999963452614393,0.0031461998805404766,0.9964724311043887,0.999971605092229,0.005368266173277909,0.9990802209875408,0.0025537293809378306,-0.999988897110541,0.9999543832936771
522.25,0,1165.3302981858608,36,0.15,0.9999964569688043,0.003177746789283988,0.9963857454929879,0.9999717554788328,0.005384172722676645,0.9987802395034439,0.0025819954350712153,-0.9999890126356015,0.9999552552947678
522.25,0,1165.3302981858608,37,0.15416666666666667,0.9999965637761877,0.0029470477578021448,0.996765210012068,0.9999719458968651,0.005354340453257968,0.9988916727034374,0.0023966844402998283,-0.9999883541470087,0.9999546331831024
522.25,0,1165.3302981858608,38,0.15833333333333333,0.9999966357722052,0.0026704905077597936,0.9972588353629991,0.9999720841231583,0.0052940516485868215,0.9995287107771945,0.0021730193088225704,-0.9999876232008656,0.9999523845143555
522.25,0,1165.3302981858608,39,0.1625,0.99999668427273,0.002570969873310035,0.9974365117514061,0.9999720897969577,0.005284461384229071,1.0001751124862932,0.0020927247618211264,-0.9999871227968283,0.999949969246566
522.25,0,1165.3302981858608,40,0.16666666666666666,0.9999967465318536,0.0026821611043949863,0.997196608663675,0.9999720368229823,0.0052922059538013065,1.0002975945337909,0.0021838209889129996,-0.9999874642813819,0.9999490810053698
522.25,0,1165.3302981858608,41,0.17083333333333334,0.9999968240313715,0.002769563925336216,0.9970063083371723,0.9999720195777558,0.005289653573367594,1.000005036331484,0.0022557398511986694,-0.9999878320730827,0.9999499552309191
522.25,0,1165.3302981858608,42,0.175,0.9999968974864561,0.0029202464642258787,0.9967113741120777,0.9999720588071839,0.0053012938829234465,0.99943002465435,0.0023796221672433525,-0.9999882147812413,0.9999514381731127
522.25,0,1165.3302981858608,43,0.17916666666666667,0.9999969867924177,0.003061589529751765,0.9964397924462216,0.9999721642672137,0.005328024110122554,0.9989497201126627,0.0024961766355795535,-0.9999886202367275,0.9999530186977614
522.25,0,1165.3302981858608,44,0.18333333333333332,0.999997075698573,0.002596322462983664,0.9972409840407351,0.9999722849885689,0.005286390086735957,0.9993206498709988,0.002117420168791506,-0.9999872046310451,0.9999510146571077
522.25,0,1165.3302981858608,45,0.1875,0.9999971132333162,0.0022155068550649896,0.9979911930745966,0.9999723153567968,0.0052650815209302464,1.0002700039564203,0.001806631667856382,-0.9999858114966422,0.9999477953843783
522.25,0,1165.3302981858608,46,0.19166666666666668,0.9999971547230209,0.0023503661968195116,0.9976879596812679,0.9999722457579242,0.00531487846130381,1.0009941788168017,0.0019158759185560368,-0.9999861770317059,0.9999443046253408
522.25,0,1165.3302981858608,47,0.19583333333333333,0.9999972108809352,0.0024819971863245475,0.9974067513248558,0.9999721241508182,0.005312120229646964,1.0008283305641936,0.0020225682214973888,-0.999986576325359,0.999944789817282
522.25,0,1165.3302981858608,48,0.2,0.999997263782542,0.002576377093880983,0.997210503961662,0.9999720619447124,0.005287646220561799,1.0002056803692467,0.0020991594832752035,-0.9999869939815579,0.9999463962403182
522.25,0,1165.3302981858608,49,0.20416666666666666,0.9999973316741068,0.0026902040061666417,0.9969816844528,0.9999720576611105,0.0052884475775961115,0.9997749049250381,0.00219170125301838,-0.999987437649896,0.9999481143655218
522.25,0,1165.3302981858608,50,0.20833333333333334,0.9999974099574594,0.0025615228985886485,0.9971856772311337,0.9999721106572009,0.00528547970920103,0.9996936019509808,0.002086533471463786,-0.9999868547926649,0.9999478286258303
522.25,0,1165.3302981858608,51,0.2125,0.999997466268264,0.002284915065988403,0.9976844452154876,0.9999721584084349,0.0052772273386148365,1.0001227839854894,0.0018604470189775176,-0.9999859691065799,0.9999461649392745
522.25,0,1165.3302981858608,52,0.21666666666666667,0.9999974944034435,0.0021019823200034847,0.9980460275722673,0.9999720937220871,0.005318210578887583,1.0008688200539264,0.0017102520808562913,-0.9999849762033735,0.9999424792167447
522.25,0,1165.3302981858608,53,0.22083333333333333,0.9999975220277546,0.002147674464170388,0.9979359566794731,0.9999719240436254,0.005368241923002219,1.001219008584376,0.001745932661581136,-0.999985152915885,0.9999408551431651
522.25,0,1165.3302981858608,54,0.225,0.9999975682952159,0.002260057349772965,0.9976891629564094,0.9999717569378997,0.005368954939335339,1.0010800565820233,0.0018357533575952803,-0.9999855933921952,0.9999406796315546
522.25,0,1165.3302981858608,55,0.22916666666666666,0.9999976161787857,0.0023507444426125053,0.9974962714289146,0.9999716454919158,0.005342221374550155,1.000608175652753,0.0019080446833548742,-0.9999860642121863,0.9999424837748732
522.25,0,1165.3302981858608,56,0.23333333333333334,0.999997667600742,0.002564874117127171,0.9970900681324018,0.9999715922828634,0.00532989043820334,0.9999945324368876,0.002080660193503368,-0.9999865723348264,0.9999444478339633
522.25,0,1165.3302981858608,57,0.2375,0.9999977364256598,0.0023754970912193783,0.9974035960283759,0.9999715979572827,0.005329437063714224,0.9999586070571745,0.0019256773752655773,-0.9999860743273071,0.9999444214257631
522.25,0,1165.3302981858608,58,0.24166666666666667,0.9999977702328338,0.0018564460131136225,0.9984413258848583,0.9999715437670218,0.005361603611797493,1.0007626142622557,0.001503282242589577,-0.9999836026992557,0.9999406688234063
522.25,0,1165.3302981858608,59,0.24583333333333332,0.999997782148976,0.0018309022925716864,0.9984949095207679,0.999971388923657,0.005478902349638142,1.001679106862941,0.0014804677768699736,-0.9999836141311382,0.999936520672915
522.25,0,1165.3302981858608,60,0.25,0.9999978138416981,0.0019968615755659234,0.9981037461661512,0.9999711395368598,0.005539707833999095,1.0019138726799162,0.0016122580643146611,-0.9999840567708013,0.9999344975353084
522.25,0,1165.3302981858608,61,0.25416666666666665,0.999997845013773,0.002073306123368005,0.9979315767586694,0.9999709134702185,0.005479199575711106,1.001368507223257,0.0016717534458076785,-0.9999845351119575,0.999936300731189
522.25,0,1165.3302981858608,62,0.25833333333333336,0.9999978820554908,0.0022012224086208404,0.9976671536357987,0.9999707524143506,0.0054393239423413415,1.000823344595919,0.0017727189882688207,-0.9999850627940683,0.999938313706388
522.25,0,1165.3302981858608,63,0.2625,0.9999979360667923,0.0021941770757247987,0.9976573307623208,0.9999706539019924,0.005432562861672896,1.000577481413271,0.0017648672491926145,-0.9999850254467377,0.9999392349508777
522.25,0,1165.3302981858608,64,0.26666666666666666,0.9999979823401611,0.0019634894302653803,0.9980847358268198,0.9999705884452614,0.005450529341019244,1.0007706527689415,0.0015771048145646759,-0.9999840891429544,0.9999384464256879
522.25,0,1165.3302981858608,65,0.2708333333333333,0.9999980015668803,0.0017439153988345205,0.9985568741825437,0.999970449662582,0.005533665927717942,1.0014647340628249,0.0013983192131821855,-0.9999829668310001,0.9999346452730551
522.25,0,1165.3302981858608,66,0.275,0.9999980074687572,0.0017038990507561088,0.9986512857649068,0.999970171230882,0.005648263337282851,1.0020388254774322,0.0013635874032289909,-0.9999824647898043,0.9999315661330169
522.25,0,1165.3302981858608,67,0.2791666666666667,0.9999980281637533,0.0018082285332711955,0.9983901744815983,0.9999698468420435,0.005684369352721105,1.0020801238716333,0.001444230128897643,-0.9999829207516283,0.9999301378383225
522.25,0,1165.3302981858608,68,0.2833333333333333,0.9999980586700247,0.0018809291519018036,0.9982146598493313,0.9999695667555414,0.005650451591872565,1.0017303134040358,0.0014994669969550312,-0.9999834411537022,0.9999318332469977
522.25,0,1165.3302981858608,69,0.2875,0.9999980866436715,0.002046355138513115,0.9978695646155212,0.9999693448007884,0.005593089143510938,1.001120865638896,0.001628536045811306,-0.999983991190872,0.9999339079112785
522.25,0,1165.3302981858608,70,0.2916666666666667,0.9999981318079219,0.0021149708540608115,0.997720095477662,0.9999691984023822,0.005573984916567683,1.0007320034440819,0.0016802820727973163,-0.9999845733983345,0.9999361228784717
522.25,0,1165.3302981858608,71,0.29583333333333334,0.9999981683209699,0.0016515088571167121,0.9986623852001711,0.9999690468446452,0.005632916595905264,1.0012470662842556,0.0013094368527095308,-0.9999822393961141,0.9999326507205967
522.25,0,1165.3302981858608,72,0.3,0.9999981653382766,0.001461015395060654,0.9992258259592789,0.9999687889759544,0.005801075180665651,1.00221220819333,0.0011556235009974542,-0.9999809403791241,0.9999285054299729
522.25,0,1165.3302981858608,73,0.30416666666666664,0.9999981737693088,0.0015767131461255318,0.9988519252636832,0.9999684147915872,0.005961992916960274,1.0028183162541888,0.0012438979673464444,-0.9999813338585646,0.999923995420506
522.25,0,1165.3302981858608,74,0.30833333333333335,0.9999981906551465,0.001662990000915482,0.9986180650256943,0.9999680001724865,0.0059279915117458875,1.0025096812821894,0.0013087168430863812,-0.9999818093943819,0.9999254575431501
522.25,0,1165.3302981858608,75,0.3125,0.999998206505814,0.0017544229148338782,0.9983984680155065,0.9999676558117165,0.0058412821419441974,1.0018866907550228,0.0013774518607832177,-0.9999823233283365,0.999927342609371
522.25,0,1165.3302981858608,76,0.31666666666666665,0.9999982382681257,0.0018338685586893912,0.9982119931869238,0.9999673768886049,0.005808875735396466,1.0014977590867995,0.0014365408720339499,-0.9999828758896689,0.9999293936145794
522.25,0,1165.3302981858608,77,0.32083333333333336,0.9999982757160951,0.001691964191763607,0.9984921899352964,0.9999671596400889,0.005825239260567271,1.0014796668763213,0.001322245368906222,-0.9999820681558145,0.9999288648689635
522.25,0,1165.3302981858608,78,0.325,0.9999982913903132,0.0014867614314423832,0.9989986524586331,0.999966916824751,0.0059212298812995525,1.0019908767284718,0.0011588134114476245,-0.9999810828890838,0.9999266761259118
522.25,0,1165.3302981858608,79,0.32916666666666666,0.9999982847309145,0.0014007530844658644,0.9992976222849214,0.9999665249006349,0.006093832735834342,1.0027091507881685,0.001088586008551648,-0.9999799362891983,0.9999227147160339
522.25,0,1165.3302981858608,80,0.3333333333333333,0.9999982829275418,0.0014493505783533763,0.9991245462087746,0.9999660224900444,0.006192447899447245,1.0029604063194444,0.0011229603908383481,-0.9999803118796822,0.9999211974264425
522.25,0,1165.3302981858608,81,0.3375,0.9999982974074865,0.0015194888073147435,0.9988994656596232,0.9999655350658797,0.006183477173793035,1.0027498977337281,0.001173813692330503,-0.9999807442289431,0.9999213079159649
522.25,0,1165.3302981858608,82,0.3416666666666667,0.9999983112497677,0.001603222693330294,0.9986730446673747,0.9999651121860951,0.006111677173584484,1.0022227707453784,0.001235007126240839,-0.999981222673628,0.9999230124115565
522.25,0,1165.3302981858608,83,0.3458333333333333,0.9999983328360036,0.0017703588952170592,0.9982885675421689,0.9999647626782364,0.006046714740680194,1.0016295065159362,0.0013600988061047467,-0.9999817907962028,0.9999250928571458
522.25,0,1165.3302981858608,84,0.35,0.9999983671978544,0.001531035243383198,0.9988080095529343,0.9999644706212817,0.006086560031850339,1.0017432927935388,0.001172869259659914,-0.9999809737905122,0.9999244761796098
522.25,0,1165.3302981858608,85,0.3541666666666667,0.9999983627453092,0.0012893818381869832,0.9997752993012953,0.9999640830815839,0.0062704802877280325,1.0026119052258682,0.0009845504792564397,-0.9999788802330646,0.9999213418579042
522.25,0,1165.3302981858608,86,0.35833333333333334,0.9999983478411677,0.0013078888152394683,0.9996582560666252,0.999963565129808,0.006511357415919361,1.0034594181845387,0.0009951409787872817,-0.9999791216801576,0.9999176151922337
522.25,0,1165.3302981858608,87,0.3625,0.9999983509885342,0.0013751853721903253,0.9993043630689137,0.9999629348142125,0.006575625456573621,1.0035201319191156,0.0010426568020480897,-0.9999794230716014,0.999916496462357
522.25,0,1165.3302981858608,88,0.36666666666666664,0.9999983517852179,0.0014232246433304723,0.9991316375325435,0.9999623513155401,0.006471219176273878,1.0029122100023087,0.001075464977694452,-0.999979779564682,0.9999176657076507
522.25,0,1165.3302981858608,89,0.37083333333333335,0.999998362088979,0.0015100409170351668,0.9988672278084335,0.9999618447031571,0.006404364313771094,1.002394808380536,0.0011373648984679759,-0.9999802377717526,0.9999192553020855
522.25,0,1165.3302981858608,90,0.375,0.9999983882370138,0.001474345806630438,0.9989404355725764,0.9999614189049847,0.006401677562044869,1.0021935106313213,0.0011068648656081426,-0.9999801612178144,0.9999198853524682
522.25,0,1165.3302981858608,91,0.37916666666666665,0.999998401954222,0.001332371619871892,0.9994049147298059,0.9999610184610729,0.006480909616190747,1.0024609800805566,0.0009968407719070948,-0.9999796382982653,0.9999195990141003
522.25,0,1165.3302981858608,92,0.38333333333333336,0.9999983883212423,0.0012742853639393778,0.9998442915357201,0.9999604929932843,0.006673915110886621,1.0031781631319308,0.0009498118281930913,-0.9999787945232457,0.9999169946191978
522.25,0,1165.3302981858608,93,0.3875,0.9999983660403267,0.0012823763748888255,0.9998548932593699,0.9999597860398561,0.0068456377994103226,1.0036533271686343,0.000952115230286756,-0.9999785358821577,0.9999151443964319
522.25,0,1165.3302981858608,94,0.39166666666666666,0.9999983612406587,0.0013126739602071116,0.9995893442089349,0.9999590367005613,0.006886912258316633,1.0036027392575444,0.0009708196405482804,-0.9999787239286854,0.999914050335564
522.25,0,1165.3302981858608,95,0.3958333333333333,0.9999983633752599,0.0013441570230393438,0.9994168457219811,0.9999583517372944,0.006833378777308075,1.0031821687599494,0.0009903614035951195,-0.999979021684571,0.999914956241551
522.25,0,1165.3302981858608,96,0.4,0.999998364573643,0.00145110285764488,0.9990306514795564,0.999957742692146,0.0067425209326155535,1.0025347776468774,0.0010653335281380447,-0.9999793881337788,0.9999161456978684
522.25,0,1165.3302981858608,97,0.4041666666666667,0.9999983866993508,0.0014389382187623362,0.9990441690028008,0.9999572360147359,0.0067293349866444935,1.0022475507652135,0.0010526136240920343,-0.9999796502687787,0.9999172456232766
522.25,0,1165.3302981858608,98,0.4083333333333333,0.9999983887679139,0.0012703967853346073,1.000073158813767,0.9999566873860968,0.006886583810769345,1.002872082693346,0.0009256946877771778,-0.9999786381486496,0.9999160063982878
522.25,0,1165.3302981858608,99,0.4125,0.999998353530796,0.001319048517084151,1.0004323432398707,0.9999559847034986,0.007159445699970314,1.0038132284715844,0.0009570587372776684,-0.999978224291791,0.9999143756176915
522.25,0,1165.3302981858608,100,0.4166666666666667,0.9999983363969477,0.0012899535193083142,1.0000274605378396,0.9999551146905069,0.0073431149794629235,1.0042602848493918,0.0009318625144107529,-0.9999782114790449,0.9999127332536694
522.25,0,1165.3302981858608,101,0.42083333333333334,0.9999983239283137,0.0013002459848302783,0.9998293220996304,0.9999542176513253,0.007281535208627234,1.0038121872328596,0.0009353637374312256,-0.999978310164952,0.9999128197378313
522.25,0,1165.3302981858608,102,0.425,0.9999983127005841,0.001331552076318555,0.9995860044070407,0.9999534193639592,0.007185658643487085,1.0031841499758127,0.000954026686353255,-0.9999784887499217,0.999913229181716
522.25,0,1165.3302981858608,103,0.42916666666666664,0.9999983216107458,0.0013509372626878651,0.9994585886824738,0.9999527155308318,0.007158755751060587,1.0028194655020197,0.0009640790119958601,-0.9999786917272171,0.9999138178967016
522.25,0,1165.3302981858608,104,0.43333333333333335,0.9999983318499346,0.0012989094452634732,0.999805002534103,0.9999520901511856,0.007208204127850271,1.0028495982466152,0.0009232037501748793,-0.999978768332252,0.9999143693539349
522.25,0,1165.3302981858608,105,0.4375,0.9999983135939753,0.001316701568451282,1.000307608928379,0.9999513955632241,0.007376350992692175,1.0034135769593269,0.0009318210282626531,-0.9999786007282717,0.9999143354171438
522.25,0,1165.3302981858608,106,0.44166666666666665,0.9999982718920373,0.0013672077325873327,1.000531458935882,0.9999504683945512,0.00759817906140323,1.0040581954410739,0.0009631908482452315,-0.9999783308337925,0.9999139266483682
522.25,0,1165.3302981858608,107,0.44583333333333336,0.9999982411514263,0.001344221837436887,1.0003101572990116,0.9999494065930881,0.007702940534336943,1.0041902356574963,0.0009426939673861652,-0.999978213768039,0.999913189863457
522.25,0,1165.3302981858608,108,0.45,0.9999982275254181,0.0013334991476030601,1.0001072009405225,0.9999483859032826,0.007690064617460353,1.0038865620648691,0.0009310245595613435,-0.9999781827191692,0.9999127684914833
522.25,0,1165.3302981858608,109,0.45416666666666666,0.999998210948921,0.00134272693527459,0.999833493182104,0.9999474600229709,0.007609754232647529,1.0032821682769741,0.0009334945324371569,-0.9999782170753974,0.9999125952237672
522.25,0,1165.3302981858608,110,0.4583333333333333,0.9999982097297795,0.0013822437420916444,0.9995095537590887,0.9999466543784155,0.007550302437512669,1.002709825269709,0.0009570359765242964,-0.9999783564114775,0.9999128436623873
522.25,0,1165.3302981858608,111,0.4625,0.9999982161982512,0.0013448090833237188,1.0002223297557866,0.999945905772027,0.007644002900723252,1.0029494395816125,0.0009271327390854013,-0.9999787429487396,0.9999137669580987
522.25,0,1165.3302981858608,112,0.4666666666666667,0.9999981684696759,0.0015464552881588162,1.001058855917932,0.9999449927466347,0.007894657695445175,1.0038332434682629,0.0010612352259861046,-0.9999790747138212,0.9999148618882306
522.25,0,1165.3302981858608,113,0.4708333333333333,0.9999981194214137,0.0014853737982870644,1.0008074905561402,0.9999438769873272,0.008152997447675444,1.0045598756499508,0.0010143953516037355,-0.9999787520288219,0.9999154476971152
522.25,0,1165.3302981858608,114,0.475,0.9999980894211185,0.0014267087469883232,1.0004999633516132,0.9999426208708315,0.0081913736913894,1.004418840952374,0.000969745892436874,-0.9999785153682711,0.999914843172231
522.25,0,1165.3302981858608,115,0.4791666666666667,0.9999980551912668,0.0014118382664686216,1.0003114281677894,0.99994146566319,0.00809376381360295,1.0037419870794069,0.0009553350390221172,-0.999978341416372,0.9999138513328979
522.25,0,1165.3302981858608,116,0.48333333333333334,0.9999980379618891,0.0014014068636585418,1.0000616961514905,0.9999404311695845,0.008046656949710407,1.003223939730167,0.000944160196051124,-0.9999782657538197,0.9999132473177244
522.25,0,1165.3302981858608,117,0.4875,0.9999980382806775,0.0014090422239092261,1.0002176504872453,0.9999395267802043,0.008067200819585445,1.0030400045388774,0.0009452075184395036,-0.9999787392533259,0.9999139269702432
522.25,0,1165.3302981858608,118,0.49166666666666664,0.9999980152727125,0.00149450713556164,1.0007056917738826,0.9999386386754039,0.008183224816540501,1.0033535094725599,0.0009980565013388602,-0.9999793269601385,0.9999153002962005
522.25,0,1165.3302981858608,119,0.49583333333333335,0.9999979547453958,0.001626650584081402,1.0010967205211867,0.9999375242079909,0.00840162808363455,1.0040360565150266,0.001081189341482062,-0.9999796403541429,0.9999173585895281
522.25,0,1165.3302981858608,120,0.5,0.9999978887149354,0.0016230717728471034,1.0010233411754197,0.9999361544323684,0.00856404507401095,1.0043679477476268,0.001073668250443102,-0.9999794329073026,0.9999178370629427
522.25,0,1165.3302981858608,121,0.5041666666666667,0.9999978482532385,0.0015630831051596287,1.0007638133052699,0.999934764942712,0.008601424922095355,1.0041920834742808,0.001029157774372371,-0.9999790750585593,0.999917451338111
522.25,0,1165.3302981858608,122,0.5083333333333333,0.9999978122562233,0.00153410571893144,1.0005759034970263,0.9999334973873041,0.008555387914727857,1.0036652610926529,0.0010055726544427517,-0.9999788030743515,0.9999160924720811
522.25,0,1165.3302981858608,123,0.5125,0.999997778997092,0.001494739083819217,1.0001627526064978,0.9999323672372072,0.008485145834970294,1.0029591108795286,0.000975644774730261,-0.9999786216335653,0.9999150878918714
522.25,0,1165.3302981858608,124,0.5166666666666667,0.9999977757541239,0.0015137599101131254,1.00036673695422,0.9999314043773402,0.008508131182650269,1.0027580461390218,0.000983903120699495,-0.999979018433728,0.9999153589820445
522.25,0,1165.3302981858608,125,0.5208333333333334,0.9999977270022085,0.0018091252356399134,1.0014151711453865,0.9999303378011846,0.008690676930112294,1.0034311038966723,0.0011706264602167318,-0.9999808271843689,0.9999186932109112
522.25,0,1165.3302981858608,126,0.525,0.9999976353541441,0.001893154760591519,1.0015628814603446,0.9999290376317975,0.008949736429797133,1.0042837560071902,0.0012192109756329489,-0.9999807997575637,0.9999215265545671
522.25,0,1165.3302981858608,127,0.5291666666666667,0.9999975742031946,0.0017583732500336647,1.0011548601400355,0.9999274956045893,0.009090104792079542,1.0045104592654313,0.0011270923518127772,-0.9999803009729629,0.9999228563840727
